epoch;acc;loss;val_acc;val_loss
52;0.9559659092061985;0.16392652900813856;0.9813095239230565;0.2823586232321603
53;0.9566610249144888;0.16013744142000172;0.9764285712015062;0.3560500354993911
54;0.9547872340425532;0.16354005110794156;0.9791666659854708;0.31363039561680384
55;0.9581408070451091;0.15706591858938046;0.9807142863954816;0.2993976172379085
56;0.9570913461538462;0.1575763770020925;0.9827380948974973;0.2671776824621927
57;0.9593205997284423;0.1531208444610094;0.9822619054431007;0.27026716606957574
58;0.9562983556688408;0.16294732560156855;0.9817857149669103;0.2744113330046336
59;0.9573863638669425;0.16227011663597835;0.9811904764175415;0.28312945229666575
60;0.9581117020123702;0.15765237762111758;0.9816666664396013;0.27415432543981644
61;0.9567120619089223;0.15842302345058334;0.9814285715421041;0.28281441032886506
62;0.9598557692307692;0.15439102259966042;0.9823809530621483;0.2732129368895576
63;0.957869922399982;0.15808736171926474;0.9813095234689259;0.28136767222767783
64;0.9577792555497279;0.15635144321438885;0.9780952382087708;0.3364200872182846
65;0.9585045940410237;0.15977536793257788;0.981547619728815;0.27950833780424933
66;0.9586557061114209;0.15359433828285632;0.9803571426300776;0.2951314842133295
67;0.9567307692307693;0.16139255120204046;0.9754761902491251;0.36553076216152736
68;0.9582016049424034;0.16029375089977502;0.9819047620182946;0.27875682371003285
69;0.9588974854932302;0.15221308301449743;0.979166666893732;0.3232738213312058
70;0.9569632497470199;0.16066298687135228;0.9761904764175415;0.3598419241678147
71;0.9581721471172236;0.1615956015380485;0.981904761564164;0.27770757658141
72;0.9609526112185687;0.15251379092611242;0.9822619044213068;0.26376767629668824
73;0.9591346153846154;0.1575304402754857;0.9811904764175415;0.282392216977619
74;0.9568640567681205;0.1656555216542014;0.9770238097508749;0.3393909780752091
75;0.9600761604262966;0.15927265892868117;0.9778571425165449;0.3295248830318451
76;0.9608014991481715;0.15648444950926466;0.978095238776434;0.3267178672268277
77;0.9585348163628716;0.16290960935029117;0.9821428568022592;0.2708660806360699
78;0.9590444711538462;0.16012091281322333;0.9832142863954817;0.253191187495277
79;0.9593871591851869;0.16243359481314276;0.9816666667801993;0.2802833457504
80;0.9582930366351942;0.16834069067896912;0.9786904764175415;0.3221878134636652
81;0.9598041583767712;0.16133792165169633;0.9817857143992469;0.2727416156019483
82;0.9605899418576312;0.15690363743261396;0.980000000681196;0.29728498884609766
83;0.960348162475822;0.16064766311668566;0.9790476188205537;0.3104646122455597
84;0.9591694874274661;0.16251030179529632;0.9811904767581395;0.28391534121263595
85;0.958655705880842;0.16448582956707916;0.9794047625859579;0.3133589602084387
86;0.960620164410058;0.15214525264051942;0.9808333335603987;0.2909266700063433
87;0.9598557692307692;0.15937962451806434;0.9802380959192912;0.2963125574021112
88;0.9594783561470908;0.1569463653845082;0.9735714289120265;0.4037849510283697
89;0.9603179401539742;0.15719041948853424;0.9800000001135326;0.3008317786738986
90;0.9592903770607261;0.162440818444442;0.9813095234689259;0.2804384567907878
91;0.9602574950491206;0.1575991030011463;0.9816666663260687;0.28409507110005333
92;0.9612079326923076;0.1554703640250059;0.9810714292526245;0.28520303595633734
93;0.9600255347875306;0.15939633053970245;0.983214286281949;0.26521285925592697
94;0.9584134615384615;0.16103778229309962;0.9832142853736877;0.2519875915845235
95;0.9616477273880167;0.15730122128065596;0.9839285719962347;0.24331227853184656
96;0.9584139264990329;0.1639621602353321;0.9788095244907198;0.32612812008176534
97;0.9598343810444874;0.16162218943209436;0.9838095234689258;0.2497373062088376
98;0.9599552710236157;0.16266298887808042;0.9819047620182946;0.27030124127864835
99;0.9595695528770699;0.15894488756932637;0.9836904763040089;0.24225552802994138
