epoch;acc;loss;val_acc;val_loss
0;0.6382374276967298;1.0842323042668502;0.6096428568022592;6.216240971883138
1;0.8205829326923076;0.5473032135229844;0.7614285718827021;3.810313333783831
2;0.8756079766536965;0.3812663582976226;0.8015476187070211;3.1559998893737795
3;0.9068242260750304;0.2903469163398448;0.8008333329927354;3.1693969576699392
4;0.926257253154334;0.23200067716364242;0.8634523807253156;2.153412910643078
5;0.9335106385284513;0.20261351950106354;0.8416666659854707;2.494592360541934
6;0.943151595514102;0.1786308922089737;0.8932142852601551;1.6833170659201486
7;0.9504654256472044;0.15759936139362232;0.9460714290255592;0.848002507686615
8;0.9519463248363547;0.14797762826056268;0.9408333337874639;0.9436514063108535
9;0.9553185096153847;0.1396059561234254;0.9494047619047619;0.7838391939798991
10;0.958776595514102;0.1286393451852079;0.962500000340598;0.5814363311585926
11;0.9626752901353965;0.12042644470065429;0.9595238098644074;0.6331967795462835
12;0.9618494649805448;0.11866115280046537;0.9585714284578959;0.6513130184582302
13;0.9633401839829967;0.116196390162123;0.9676190479596456;0.5083451532182239
14;0.9662717600394495;0.10821943547093892;0.9580952379817055;0.6577949780509585
15;0.9663624273508614;0.10779813623751155;0.9779761911573864;0.34851403003647213
16;0.9676015475040709;0.10017701806194317;0.9717857145127796;0.4435515486626398
17;0.9692637813160452;0.09723043056273369;0.9617857136045184;0.6009699722698757
18;0.9686593325732986;0.10090878444437362;0.9783333340145293;0.3356157850651514
19;0.9709260157044667;0.09152017291671302;0.9616666670072647;0.5964172433671497
20;0.9728300287829608;0.08910994744738943;0.9607142860548837;0.6174871393612453
21;0.974885154969457;0.0835981798904085;0.9780952383223034;0.34130552047774904
22;0.9725882494011515;0.08903539303250654;0.9794047615641639;0.31600083913121907
23;0.9759429401539742;0.08104378793467866;0.9703571426300776;0.4617134095941271
24;0.9751201923076923;0.08214973858915843;0.9663095240365891;0.5277541679427737
25;0.9744953791455072;0.08291327193785271;0.9791666673478626;0.33098420364516123
26;0.9749153770607261;0.08020851249505749;0.9742857145127796;0.40426531757627215
27;0.9754896035969142;0.08301804905732088;0.976547619728815;0.36124788040206546
28;0.9760336075806756;0.07994208737083745;0.9810714282308306;0.2875175182592301
29;0.9779980658793127;0.07495505186932691;0.9750000002270653;0.38962227242333547
30;0.9763358316061805;0.07609751375258776;0.9760714286849612;0.37346791119802564
31;0.9784555288461538;0.07251458311310181;0.970714285941351;0.45476294029326664
32;0.9787536266924565;0.07156309780864697;0.9805952377546401;0.2988324789206187
33;0.9775656613626369;0.07543757252018275;0.9740476187070211;0.4101837921142578
34;0.9782151442307693;0.06878958315803455;0.9764285710879734;0.36832873361451285
35;0.9772727275033062;0.07691358911806656;0.9783333340145293;0.3416039206868126
36;0.979055204048231;0.06796222746169289;0.980952380611783;0.3011993614264897
37;0.9784211798839458;0.07345822447013808;0.9814285719962347;0.2916411222446533
38;0.9803185096153846;0.06626220683638866;0.9830952382087708;0.2678397431827727
39;0.9790248059113202;0.06799306918355974;0.9807142853736878;0.29576714714368185
40;0.9796875;0.06808972633801974;0.9809523810659136;0.29906512266113644
41;0.9792371858019432;0.07027882755494441;0.9822619044213068;0.27703123427572707
42;0.9800531914893617;0.06970667267646964;0.9834523810659136;0.257038551398686
43;0.9808691972920697;0.0656218568738586;0.9814285719962347;0.29218147229580654
44;0.9804763058398632;0.07126176345019783;0.9800000001135326;0.32023594617843626
45;0.9810807542367415;0.06468813595446674;0.9792857149669102;0.32919780611991883
46;0.981262088744276;0.06637890899924984;0.980952380611783;0.29848203891799563
47;0.9808087525330844;0.06689163231843906;0.982380952494485;0.2810169872783479
48;0.9807483073129414;0.06253273854287958;0.9820238100914728;0.27508593511013757
49;0.9816852030947776;0.0640390249801443;0.9805952382087707;0.29918522414707
50;0.9805971951272547;0.06793088566807298;0.9761904763040088;0.37739286167281016
51;0.9816247581052134;0.06254786668017477;0.9788095234689258;0.3355470442204248
52;0.9811714217787324;0.06244851963691831;0.9832142858278183;0.26342705579031084
53;0.9815945356680761;0.06261921131432172;0.9867857138315836;0.20517706049340112
54;0.9820950875486382;0.06561286523503321;0.9801190481867109;0.31396531380358195
55;0.9823918269230769;0.06041207141601122;0.9800000001135326;0.3162646401496161
56;0.9816391049424034;0.06300014714757524;0.9813095234689259;0.29413194627988903
57;0.9818209134615384;0.06350651761660209;0.9807142853736878;0.30244729422387623
58;0.9816549807729297;0.06729908577910475;0.9763095243771871;0.37357877370857057
59;0.982501208782196;0.06024439573086207;0.9776190477325802;0.35584556114105953
60;0.9819874276967298;0.06442805682984495;0.9792857148533776;0.3285873399178187
61;0.9813829788386937;0.06368812569912444;0.9840476191611517;0.2527877488590422
62;0.9819126946684915;0.06629547785155852;0.9805952382087707;0.30462564820335025
63;0.9815805288461539;0.06409404624540072;0.976428571542104;0.37838051103410264
64;0.9832265471582026;0.05752539144724435;0.9840476191611517;0.2551545903228578
65;0.9817456480843417;0.06474496741604413;0.9810714282308306;0.2959818054948534
66;0.9826220986460348;0.062328583843703426;0.9786904811859131;0.3356438693546113
67;0.9831358803079483;0.06087518909250744;0.978809524377187;0.33759801634720393
68;0.9817456481996312;0.06658310672300696;0.9784523810659136;0.3418667074612209
69;0.9840425533067788;0.05786344390254417;0.9740476187070211;0.41467268234207516
70;0.9822292068479601;0.06581576569888532;0.9801190472784497;0.3173034637882596
71;0.9828425480769231;0.06200794033133067;0.9827380953516279;0.27273745661690124
72;0.9839494168062618;0.06195264148746947;0.980714286281949;0.30617994663261233
73;0.9832265475040709;0.06838203614984767;0.9814285715421041;0.29353813432511827
74;0.9838007739249696;0.06059500023117379;0.9790476187070211;0.33460953184536524
75;0.984465667080833;0.05918803781530382;0.9838095239230564;0.2593159420149667
76;0.981926982822455;0.06566934843819654;0.9838095239230564;0.25864837181000483
77;0.9834985490924385;0.0616172250915081;0.9852380953516279;0.23445473336038136
78;0.9818665379481805;0.06660634352027563;0.9830952382087708;0.26934989463715325
79;0.9829326923076923;0.06437464024011906;0.9810714286849612;0.30416812794549125
80;0.9826523211984616;0.06177137590353909;0.9842857148533776;0.25197029156344275
81;0.9837366243976563;0.06240559383096166;0.9841666653042748;0.2525222151052384
82;0.9818810096153846;0.06692955456674099;0.9846428572563898;0.2443806665284293
83;0.9846181903135915;0.06241976074033674;0.9817857143992469;0.28841527110054377
84;0.9826523208525932;0.06530352464266395;0.9878571429706755;0.1896631730170477
85;0.984284332919167;0.0556232667234465;0.9847619048754375;0.24254780167625065
86;0.984556334622824;0.05791761504929347;0.9825000001135327;0.28039010717755275
87;0.984556334622824;0.061324942201318317;0.9861904767581394;0.22165112765062422
88;0.9839242788461539;0.06513896567317155;0.9821428572563898;0.2870915620667594
89;0.9836758268482491;0.06518855840257634;0.9848809529486157;0.23942257878326234
90;0.9844958895179704;0.06246302514634234;0.9820238100914728;0.2879719774779819
91;0.9847074470390895;0.06176924618317726;0.982380952494485;0.2840130323455447
92;0.9834078820116054;0.06796491912762477;0.9829761905897232;0.27301402943474906
93;0.9846754807692307;0.05962516768620564;0.9809523816335769;0.3065793556258792
94;0.9845269938155371;0.060220059964095574;0.9796428572563898;0.3273070352418082
95;0.9841947115384615;0.06208054626790377;0.9773809524944851;0.36344866695858186
96;0.9837705513725429;0.06539659238126799;0.9816666667801993;0.2921685156935737
97;0.9828336554754172;0.06640722972973172;0.980952380611783;0.30406681123233975
98;0.9842838036179079;0.06251389089725361;0.9753571425165449;0.3971969056697119
99;0.9836194393021457;0.06158461722921818;0.980833333446866;0.3073672520546686
